START_DATE_WEEK,ID_FIRMA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,VENIT,CHELTUIALA,CASHFLOW,TVA IN,TVA OUT
2022-06-20,114,2078,2619,2416,2136,1748,1744,2295,1602,1078,2017,1601,2574,2947,2216,3379,2494,1813,1433,2434,1034,2359104.34,1452061.5299999996,907042.8100000003,448229.8246,275891.6906999999
2022-06-27,114,1980,2606,2392,2124,1774,1864,2330,1620,1130,2048,1520,2521,3068,2223,3402,2491,1730,1482,2337,987,2370401.2200000007,1452344.56,918056.6600000006,450376.2318000001,275945.46640000003
2022-07-04,114,2030,2574,2508,2219,1830,1757,2296,1625,1027,2158,1586,2524,3013,2172,3441,2517,1761,1428,2371,1057,2387801.3500000006,1451767.11,936034.2400000005,453682.25650000013,275835.75090000004
2022-07-11,114,1975,2644,2451,2117,1789,1833,2193,1588,1055,2099,1524,2609,3108,2215,3397,2537,1810,1521,2388,994,2367269.2399999998,1449208.2000000004,918061.0399999993,449781.15559999994,275349.5580000001
2022-07-18,114,2091,2618,2397,2233,1736,1778,2207,1678,1148,2094,1583,2530,3031,2188,3495,2603,1794,1399,2276,936,2375423.2899999996,1442496.7100000002,932926.5799999994,451330.42509999993,274074.37490000005
2022-07-25,114,2026,2572,3063,2158,1712,2200,2301,1664,1326,2179,1636,2557,3082,2258,3419,2534,1755,1386,2281,914,2374931.0199999996,1473429.1700000006,901501.8499999989,451236.8937999999,279951.54230000015
2022-08-01,114,1979,2617,2403,2121,1798,1705,2259,1620,1058,2054,1593,2462,3100,2239,3421,2523,1802,1450,2396,1037,2376510.3799999994,1488898.3699999996,887612.0099999998,451536.9721999999,282890.69029999996
2022-08-08,114,1996,2510,2353,2194,1727,1803,2357,1633,1083,2129,1505,2459,3014,2154,3457,2554,1827,1439,2357,942,2339155.930000001,1429845.7400000007,909310.1900000004,444439.6267000002,271670.69060000015
2022-08-15,114,2081,2490,2483,2256,1796,1718,2870,1601,1008,2155,1536,2519,3102,2221,3395,2622,1833,1438,2252,981,2352937.85,1455431.8399999992,897506.0100000009,447058.1915,276532.04959999985
2022-08-22,114,2493,2502,2897,2173,1755,1802,2320,1590,1101,2143,1535,2445,3061,2254,3417,2508,1774,1479,2276,1014,2333564.5700000003,1451211.0700000003,882353.5,443377.26830000005,275730.1033000001
2022-08-29,114,2092,2491,2464,2140,1798,1808,2293,1651,1126,2149,1551,2553,3031,2182,3434,2527,1760,1394,2328,1046,2365164.9799999995,1428884.5299999998,936280.4499999997,449381.3461999999,271488.0607
2022-09-05,114,2091,2551,2377,2232,1815,1737,2329,1603,1007,2208,1630,2434,3110,2248,3430,2537,1822,1418,2293,984,2360317.119999999,1456746.0500000003,903571.0699999989,448460.25279999984,276781.74950000003
2022-09-12,114,2081,2490,2349,2144,1776,1685,2241,1532,1031,2197,1523,2470,3139,2123,3542,2596,1774,1367,2266,1042,2327759.9400000004,1436993.0600000005,890766.8799999999,442274.38860000006,273028.6814000001
2022-09-19,114,2005,2474,2308,2700,1774,2335,2354,1616,1389,2109,1607,2501,3094,2165,3499,2557,1756,1386,2209,1015,2348557.099999999,1459445.51,889111.5899999992,446225.8489999999,277294.6469
2022-09-26,114,2057,3081,2357,2181,1666,1739,2302,1524,1060,2185,1606,2568,3075,2203,3484,2520,1881,1378,2220,979,2350941.11,1464552.8800000001,886388.2299999997,446678.8109,278265.04720000003
2022-10-03,114,2055,2562,2339,2219,2365,1729,2305,1631,1030,2191,1592,2439,3094,2135,3530,2596,1883,1458,2279,1018,2369076.3900000006,1464098.7199999997,904977.6700000009,450124.51410000015,278178.7568
2022-10-10,114,2097,2503,2378,2219,1767,1629,2276,1613,1025,2222,1541,2450,3127,2147,4185,2578,1758,1353,2242,910,2326917.5500000003,1459462.9700000002,867454.5800000001,442114.33450000006,277297.96430000005
2022-10-17,114,2091,2588,2291,3033,1747,1666,2293,1543,1011,2201,1592,2413,3177,2185,3559,2595,1878,1464,2266,933,2379951.9200000004,1477296.2700000003,902655.6500000001,452190.8648000001,280686.29130000004
2022-10-24,114,2012,2545,2385,2223,1800,1700,2336,1575,1091,2113,1606,2520,3184,2172,3434,2554,1844,1358,2224,942,2372155.6199999996,1470684.9000000004,901470.7199999993,450709.56779999996,279430.13100000005
2022-10-31,114,2082,2576,2287,2277,1744,1740,2382,1516,1037,2109,1572,2467,3156,2203,3454,2614,1794,1437,2191,1039,2387636.5700000003,1492287.82,895348.7500000002,453650.94830000005,283534.68580000004
2022-11-07,114,2089,2507,2369,2222,1764,1695,2270,1589,1076,2210,1524,2388,3170,2213,3509,2674,1875,1365,2286,982,2384193.19,1447657.6300000001,936535.5599999998,452996.7061,275054.9497
2022-11-14,114,2053,2474,2381,2222,1683,1631,2414,1553,1058,2230,1549,2435,3268,2070,3461,2567,1863,1392,2216,1012,2382934.8399999994,1488648.3900000001,894286.4499999993,452757.61959999986,282843.1941
2022-11-21,114,2075,2489,2368,2294,1709,1607,3009,1622,1013,2174,1625,2972,3260,2119,3567,2676,1816,1390,2255,914,2361593.1499999994,1486872.8399999996,874720.3099999998,448702.6984999999,282505.83959999995
2022-11-28,114,2722,3242,3062,2847,2230,1945,3117,2095,1457,2657,2021,3294,3912,2941,4719,3662,2369,1813,2694,1274,2203556.2099999995,1815728.3600000003,387827.84999999916,418675.67989999993,344988.38840000005
2022-12-05,114,2495,3240,2823,2975,2153,2029,3009,1890,1254,2813,2108,2977,4125,2780,4653,3175,2413,1725,2845,1164,2236553.93,1862981.5399999993,373572.3900000008,424945.2467,353966.4925999999
2022-12-12,114,2876,3216,2622,3121,2134,2114,3282,1981,1326,2903,1955,3291,4357,2493,4309,3392,2424,1869,2616,1212,2211828.07,1861226.74,350601.32999999984,420247.3333,353633.0806
2022-12-19,114,2781,3084,3172,2859,2263,2073,2860,1940,1250,2722,1990,3125,4252,2565,4224,3520,2388,1721,2870,1239,2240015.6199999996,1887821.0299999998,352194.58999999985,425602.9677999999,358685.99569999997
2022-12-26,114,2911,2849,3098,2622,1981,2209,3336,1955,1260,2907,2098,3311,3737,2480,4737,3127,2399,1826,2972,1150,2222739.05,1845910.26,376828.7899999998,422320.41949999996,350722.9494
2023-01-02,114,2075,2495,2289,2332,1763,1564,2432,1508,1073,2290,1565,2451,3264,2138,3524,2710,1875,1413,2120,1017,2375366.81,1541053.89,834312.9200000002,451319.6939,292800.2391
2023-01-09,114,2052,2511,2306,2242,1694,1682,2302,1473,985,2246,1632,2458,3227,2113,3537,2554,1842,1393,2126,978,2392709.58,1454610.3499999994,938099.2300000007,454614.8202,276375.96649999986
2023-01-16,114,2185,2525,2367,2219,1692,1686,2361,1549,1086,2254,2138,2490,3337,2185,3625,2546,1887,1327,2120,1016,2390968.0100000007,1450433.7499999998,940534.2600000009,454283.92190000013,275582.4125
2023-01-23,114,2063,2528,2350,2291,1671,1645,2347,1588,1061,2223,1656,2404,3230,2073,3544,2598,1908,1463,2158,951,2376473.15,1416932.9700000002,959540.1799999997,451529.8985,269217.26430000004
2023-01-30,114,1978,2126,1970,2197,1440,1450,2318,1426,983,1894,1514,2293,2841,1981,3393,2331,1634,1361,2029,822,1943400.5300000005,1358333.4300000002,585067.1000000003,369246.1007000001,258083.35170000003
2023-02-06,114,1868,2098,2145,2031,1494,1477,2235,1272,1057,2192,1358,2311,2848,1842,3303,2382,2305,1346,2045,933,1992764.7199999997,1355227.01,637537.7099999997,378625.29679999995,257493.1319
2023-02-13,114,1975,2092,2088,2109,1389,1381,2087,1243,1007,2098,1391,2284,2868,1836,3404,2356,1628,1386,1998,792,1928783.8199999998,1318692.12,610091.6999999997,366468.92579999997,250551.50280000002
2023-02-20,114,1947,2242,2038,2049,1602,1424,2226,1390,922,2012,1362,2276,3089,2069,3058,2226,1749,1233,1816,940,1924033.48,1277295.05,646738.4299999999,365566.3612,242686.0595
2023-02-27,114,2158,2378,3011,2248,1693,1543,2426,1569,1442,2177,1655,2555,3248,2098,3623,2578,1855,1374,2150,969,2387546.1700000004,1412176.75,975369.4200000004,453633.77230000007,268313.5825
2023-03-06,114,2219,2416,2401,2363,1626,1544,2450,1495,1014,2256,1586,2484,3321,2135,3608,2501,1981,1408,2188,1021,2394988.12,1456388.6399999994,938599.4800000007,455047.7428,276713.84159999987
2023-03-13,114,2104,2340,2282,2316,1617,1588,2352,1475,981,2237,1609,3326,3321,2102,4616,2537,1991,1393,2149,971,2346040.58,1459635.0800000005,886405.4999999995,445747.71020000003,277330.6652000001
2023-03-20,114,2813,3179,2854,3070,2114,1955,3043,1995,1442,3082,2019,2869,4330,2735,4505,3436,2533,1650,2482,1282,2250032.37,1802287.7300000004,447744.63999999966,427506.15030000004,342434.6687000001
2023-03-27,114,2874,2933,2952,2881,1976,2040,3121,2099,1401,2873,1845,3258,4031,2818,4480,2842,2611,1886,2681,1311,2241317.66,1869583.4500000002,371734.20999999996,425850.35540000006,355220.85550000006
2023-04-03,114,2827,3031,2928,2754,1925,1836,3032,1959,1348,3051,2028,3421,3897,2879,4998,3010,2361,1599,2561,1282,2204250.8200000008,1817633.5500000003,386617.2700000005,418807.6558000001,345350.37450000003
2023-04-10,114,2872,3244,2864,2790,1887,1863,2971,1906,1300,2791,1817,3308,4026,3052,4687,3188,2295,1838,2891,1198,2210831.1600000006,1815181.1699999997,395649.9900000009,420057.9204000001,344884.4222999999
2023-04-17,114,2615,3161,3030,3175,1996,1991,3121,1930,1239,2568,2003,3509,4399,2780,4536,3436,2230,1816,2635,1194,2252127.4300000006,1855045.5900000003,397081.8400000003,427904.2117000001,352458.6621000001
2023-04-24,114,2206,2323,2439,2429,1568,1595,2401,1475,1013,2327,1530,2575,3258,2225,3817,2444,1989,1418,2106,1004,2404769.9299999997,1533492.6300000001,871277.2999999996,456906.28669999994,291363.5997
2023-05-01,114,2147,2396,2374,2418,1560,1634,2433,1422,1060,2299,1480,2510,3262,2229,3798,2409,1934,1376,2139,1032,2409333.9899999998,1463469.1900000004,945864.7999999993,457773.45809999993,278059.14610000007
2023-05-08,114,2207,2369,2378,2430,1683,1565,2490,1534,991,2335,1568,2575,3381,2194,4658,2524,1945,1448,2066,954,2418771.2299999995,1499880.28,918890.9499999995,459566.5336999999,284977.25320000004
2023-05-15,114,2177,2395,2344,2439,1545,1606,2455,1510,1126,2226,1561,2640,3287,2192,3795,2995,2036,1482,2064,1056,2441586.08,1457219.4699999997,984366.6100000003,463901.3552,276871.6993
2023-05-22,114,2201,2391,2438,2342,1603,1544,2522,1451,1105,2324,1534,2570,3399,2116,3866,2425,1931,1410,2069,986,2394287.4900000007,1475768.1399999997,918519.350000001,454914.62310000014,280395.94659999997
2023-05-29,114,2199,2349,2336,2442,1557,1608,2512,1530,1116,2350,1608,2587,4003,2209,3755,2458,1991,1453,2184,958,2412553.62,1496956.04,915597.5800000001,458385.1878,284421.6476
2023-06-05,114,2187,2370,2360,2390,2026,1513,2411,1407,1000,2242,1575,2623,3293,2192,3890,2406,1994,1405,2126,997,2410867.29,1478430.6399999997,932436.6500000004,458064.78510000004,280901.82159999997
2023-06-12,114,2306,2349,2408,2404,1518,1572,2406,1475,1150,2331,1587,2637,3311,2125,3851,2397,2011,1938,2147,1074,2437235.93,1509946.7000000004,927289.2299999997,463074.82670000003,286889.8730000001
2023-06-19,114,2299,2350,2356,2475,1556,1581,2479,1485,1010,2396,1470,3632,3306,2198,3793,2352,2049,2022,2171,985,2413896.03,1511343.5300000003,902552.4999999995,458640.24569999997,287155.27070000005
2023-06-26,114,2196,2333,2428,2352,1597,1582,2462,1385,1108,2371,1581,2590,3357,2190,3949,2402,2040,1512,2179,1070,2454856.860000001,1537708.6199999999,917148.2400000009,466422.80340000015,292164.63779999997
2023-07-03,114,2304,2255,2434,2476,2043,1552,2492,1506,1038,2296,1482,2570,3314,2181,3963,2430,1938,1431,2152,963,2431315.62,1524833.9300000002,906481.69,461949.96780000004,289718.44670000003
2023-07-10,114,2241,2234,2341,2477,1589,1517,3221,1426,1041,2344,1498,2716,3417,2239,4791,2345,1971,1508,2070,1102,2431456.5200000005,1518532.4100000001,912924.1100000003,461976.7388000001,288521.15790000005
2023-07-17,114,2252,2252,2421,2380,1490,1557,2569,1514,1017,2389,1450,2711,3331,2245,3962,2316,1952,1399,2045,1039,2401386.67,1476982.01,924404.6599999999,456263.4673,280626.5819
2023-07-24,114,2312,2270,2417,2428,1581,1497,2525,1483,1020,2338,1577,2715,3374,2232,3962,2312,2597,1444,2122,997,2436203.0499999993,1488847.7500000005,947355.2999999989,462878.5794999999,282881.07250000007
2023-07-31,114,2304,2319,2412,2417,1553,1571,2494,1372,1127,2385,1524,2623,3319,2291,3994,2419,2030,1521,2060,1068,2466504.3,1518587.1400000006,947917.1599999992,468635.817,288531.5566000001
2023-08-07,114,2370,2224,2367,2486,1944,1610,2574,1440,1129,2395,1501,2638,3415,2261,3984,2423,1999,1488,2147,1082,2465897.480000001,1506870.5300000003,959026.9500000007,468520.5212000002,286305.40070000006
2023-08-14,114,2791,2301,2371,2422,1542,1510,2579,1424,1107,2289,1569,2687,3451,2177,3912,2396,2041,1446,2128,1091,2437409.740000001,1511485.0400000003,925924.7000000009,463107.85060000024,287182.15760000004
2023-08-21,114,2300,2250,2464,2424,1568,1534,2474,1402,1083,2358,1565,2646,3442,2202,3918,2312,1986,1477,2134,1084,2420638.2800000003,1479855.8499999994,940782.4300000009,459921.27320000005,281172.6114999999
2023-08-28,114,2250,2177,2493,2440,2085,1570,2497,1383,1162,2395,1577,2770,3382,2242,4058,2350,2078,1410,2079,1069,2439318.880000001,1491416.57,947902.3100000008,463470.5872000002,283369.1483
2023-09-04,114,2276,2156,2496,2483,1534,1544,2562,1366,1100,2298,1529,2681,3362,2176,4013,2339,2819,1438,2130,1013,2435235.92,1477984.99,957250.9299999999,462694.8248,280817.1481
2023-09-11,114,2361,2270,2385,2447,1449,1497,2470,1389,1078,2396,1493,2681,3438,2263,4010,2278,2763,1472,2641,1050,2453583.6500000004,1519670.2599999995,933913.3900000008,466180.89350000006,288737.3493999999
2023-09-18,114,2313,2205,2425,2544,1452,1611,2586,1455,1075,2377,1455,2681,3462,2229,4089,2322,2071,1498,2136,1045,2454567.05,1517349.8699999999,937217.1799999999,466367.73949999997,288296.4753
2023-09-25,114,2297,2133,2408,2460,1465,1489,2576,1878,1150,2372,1476,2693,3376,2181,4064,2306,2098,1442,2072,1006,2433876.36,1496478.2999999998,937398.06,462436.5084,284330.877
2023-10-02,114,2359,2228,2462,2547,1476,1468,2543,1412,1125,2441,1529,2809,3491,2225,4037,2280,2033,1474,2034,1001,2437677.95,1519497.3,918180.6500000001,463158.8105,288704.487
2023-10-09,114,2386,2157,2533,2511,1570,1476,2523,1484,1098,2354,1550,2727,3470,2327,4089,2256,2037,1435,2094,1011,2481525.1099999994,1515140.4200000002,966384.6899999992,471489.7708999999,287876.67980000004
2023-10-16,114,2312,2128,2474,2560,1537,1507,2620,1436,1178,2328,1433,2796,3414,2253,4111,2260,2038,1882,2050,1100,2438637.8899999997,1525353.9799999997,913283.9099999999,463341.19909999997,289817.25619999995
2023-10-23,114,2304,2171,2447,2453,1504,1485,2547,1444,1159,2451,1417,2748,3392,2272,4152,2213,2128,1531,2003,1349,2454984.1900000004,1510182.0199999998,944802.1700000006,466446.9961000001,286934.58379999996
2023-10-30,114,2359,2200,2524,2526,1547,1510,2593,1360,1092,2481,1451,2781,3418,2294,4086,2231,2037,1477,2003,1119,2450676.4499999997,1511318.6499999997,939357.8,465628.52549999993,287150.5434999999
2023-11-06,114,2368,2157,2499,2478,1443,1517,2601,1458,1087,2441,1508,2837,3517,2271,4094,2188,2163,1435,2087,1086,2453211.1100000003,1534620.8100000005,918590.2999999998,466110.1109000001,291577.9539000001
2023-11-13,114,2457,2185,2416,2547,1531,1480,2606,1384,1158,2351,1501,2848,3504,2230,4084,2804,2042,1450,2090,1032,2453475.3099999996,1507308.8199999998,946166.4899999998,466160.30889999995,286388.67579999997
2023-11-20,114,2329,2155,2540,2492,1509,1544,3470,1363,1077,2416,1543,2829,3477,2227,4087,2261,2151,1481,2000,1013,2445009.1900000004,1519354.03,925655.1600000004,464551.7461000001,288677.2657
2023-11-27,114,2883,2828,3303,3502,1739,1890,3302,1730,1464,3068,1828,3353,4655,2740,5041,2866,2786,1853,2472,1487,2315427.5400000005,1842661.0399999998,472766.5000000007,439931.2326000001,350105.5976
2023-12-04,114,3081,2713,3430,3132,1887,1839,2949,1719,1376,3226,1872,3381,4511,2940,5165,2695,2626,1814,2560,1358,2324687.67,1911969.12,412718.5499999998,441690.65729999996,363274.1328
2023-12-11,114,2877,2822,3285,3308,1892,2175,3348,1612,1434,2957,1799,3579,4279,2734,5749,2631,2811,2015,2892,1325,2324064.3,1977384.3000000003,346679.99999999953,441572.21699999995,375703.01700000005
2023-12-18,114,3143,2465,3174,3044,1853,1771,3205,1747,1458,3082,2089,3725,4202,2776,5416,2796,2712,1820,2622,1341,2288439.2700000005,1929517.0000000002,358922.27000000025,434803.4613000001,366608.23000000004
2023-12-25,114,3228,2787,3255,3280,1881,1841,3406,1801,1508,2888,1770,3538,4373,2978,5209,2808,2811,1866,2533,1333,2335650.02,1913472.89,422177.1300000001,443773.5038,363559.8491
2024-01-01,114,2397,2100,2496,2551,1491,1586,2530,1330,1119,2460,1457,2861,3528,2280,4210,2148,2131,1439,2081,1050,2457485.2899999996,1540086.2200000004,917399.0699999991,466922.2050999999,292616.3818000001
2024-01-08,114,2436,2023,2557,2504,1401,1502,2547,1383,1115,2516,1503,2900,3481,2216,4134,2156,2059,1444,2063,1010,2491689.31,1498269.9600000004,993419.3499999996,473420.96890000004,284671.2924000001
2024-01-15,114,2491,2158,2464,2557,1390,1548,2639,1426,1177,2499,1504,2782,3436,2204,4219,2123,2896,1520,2045,1016,2467329.8699999996,1487619.4700000004,979710.3999999992,468792.67529999994,282647.6993000001
2024-01-22,114,2464,2117,2467,2525,1374,1560,2701,1382,1178,2399,1411,2863,3412,2238,4241,2123,2153,1508,2126,1134,2505389.96,1502307.7599999995,1003082.2000000004,476024.0924,285438.4743999999
2024-01-29,114,2317,1916,2381,2249,1278,1459,2442,1267,1040,2365,1228,2602,3156,2088,3783,2023,1783,1366,1847,1043,2030476.7200000002,1420504.8900000001,609971.8300000001,385790.57680000004,269895.9291
2024-02-05,114,2245,1862,2387,2247,1266,1248,2314,1182,997,2300,1327,2483,3229,2152,3901,2094,1804,1243,1746,1037,2094279.4400000006,1393926.73,700352.7100000007,397913.09360000014,264846.0787
2024-02-12,114,2178,1800,2175,2391,1310,1408,2430,1348,1109,2330,1222,2596,3142,2128,3480,2036,1878,1344,1846,1028,2027509.0899999999,1369400.2600000002,658108.8299999996,385226.72709999996,260186.04940000005
2024-02-19,114,2132,1961,2435,2378,1404,1297,2434,1858,917,2395,1275,2656,2977,2032,3695,1846,1945,1442,1771,961,2035491.4299999997,1404020.85,631470.5799999996,386743.37169999996,266763.96150000003
2024-02-26,114,2416,2127,2544,2537,1446,1493,2638,1483,1109,2468,1408,2870,3432,2157,4072,2211,2145,1931,2069,1121,2483110.0199999996,1461689.19,1021420.8299999996,471790.9037999999,277720.9461
2024-03-04,114,2358,2081,2556,2618,1418,1502,2706,1344,1108,2500,1435,2846,3379,2221,4031,2125,2043,1597,2080,1118,2470053.7399999998,1509092.7899999998,960960.95,469310.21059999993,286727.63009999995
2024-03-11,114,2438,2130,2641,2533,1522,1538,2751,1359,1188,2497,1371,2877,3391,2288,4147,2225,2140,1480,2032,1125,2514876.0199999996,1533756.8199999998,981119.1999999997,477826.4437999999,291413.79579999996
2024-03-18,114,2920,2560,3355,3642,1804,1825,3219,1879,1470,3218,1896,3655,4651,2672,5594,2701,2603,2152,2719,1295,2309155.3,1909295.35,399859.9499999997,438739.507,362766.1165
2024-03-25,114,3117,2624,3409,2997,1866,1875,3524,1774,1505,3385,1750,3563,4378,2648,5041,2941,2562,1878,2795,1341,2322403.5400000005,1897950.6400000004,424452.90000000014,441256.6726000001,360610.6216000001
2024-04-01,114,2841,2690,3379,3485,1825,1975,3406,2028,1511,3234,1699,3752,4418,2558,5273,2884,2701,2013,2692,1428,2312692.6399999997,1908502.4999999998,404190.1399999999,439411.60159999994,362615.475
2024-04-08,114,2813,2750,3141,3380,1920,1956,3527,1760,1366,3135,1924,3741,4474,2796,4992,2629,2790,1780,2770,1359,2316298.88,1919854.5199999998,396444.3600000001,440096.78719999996,364772.3588
2024-04-15,114,2805,2554,3347,3210,1948,1820,3593,1745,1319,3499,1661,3483,4569,2716,5374,2787,2577,2126,2748,1293,2299809.27,1944235.76,355573.51,436963.7613,369404.7944
2024-04-22,114,2388,2089,2684,2678,1490,1516,2799,1404,1200,2572,1418,2907,3354,2242,3960,2257,2041,1507,2083,1006,2508884.7800000003,1641310.6299999997,867574.1500000006,476688.1082000001,311849.01969999995
2024-04-29,114,2359,2107,2670,2664,1441,1620,2725,1424,1093,2617,1453,2961,3404,2154,3991,2148,2086,1612,2176,1071,2505132.11,1535746.8499999999,969385.26,475975.10089999996,291791.9015
2024-05-06,114,2418,2087,2696,2624,1506,1575,2830,1508,1108,2548,1374,2907,3353,2197,3996,2205,2104,1586,2062,971,2498834.1300000004,1543847.5699999996,954986.5600000008,474778.4847000001,293331.0382999999
2024-05-13,114,2406,2006,2626,2626,1408,1505,2765,1529,1207,2628,1313,2869,3380,2192,3985,2251,2036,1490,2133,1048,2521520.7100000004,1509038.37,1012482.3400000003,479088.9349000001,286717.29030000005
2024-05-20,114,2386,2013,2614,2631,1445,1636,2773,1481,1090,2656,1316,2936,3465,2168,3959,2190,2059,1593,2123,1020,2500092.439999999,1508458.4900000002,991633.9499999988,475017.5635999998,286607.1131
2024-05-27,114,2403,2044,2683,2681,1499,1591,2816,1511,1095,2610,1407,2964,3444,2179,3973,2283,2675,1542,2103,1045,2529584.45,1554514.5400000005,975069.9099999997,480621.04550000007,295357.7626000001
2024-06-03,114,2380,2088,2718,2614,1422,1527,2784,1461,1207,2559,1416,2869,3474,2164,3993,2179,2026,1534,2188,1225,2505356.6899999985,1537236.6900000009,968119.9999999977,476017.7710999997,292074.97110000014
2024-06-10,114,2417,2039,2688,2731,1463,1572,2875,1443,1114,2685,1305,2878,3421,2099,3905,2176,2056,1501,2100,1034,2512506.92,1550625.8900000001,961881.0299999998,477376.3148,294618.9191
2024-06-17,114,2321,2385,2730,2700,1548,1635,2869,1502,1115,2605,1424,3017,3382,2073,3994,2240,2113,1514,2114,1048,2520157.22,1551628.6500000006,968528.5699999996,478829.8718,294809.4435000001
2024-06-24,114,2371,1979,2649,2626,1468,1655,2758,1525,1486,2639,1672,2940,3401,2039,3929,2275,2028,1622,2207,1057,2515545.52,1565740.2599999995,949805.2600000005,477953.6488,297490.64939999994
2024-07-01,114,2328,1953,2745,2675,1536,1640,2754,2023,1225,2683,1395,2949,3451,2104,3919,2277,2127,1615,2087,978,2515344.4200000004,1539694.3600000003,975650.06,477915.43980000005,292541.9284000001
